1,疫情,1423
2,新冠,1413
3,疫苗,1138
4,病例,713
5,接种,544
6,病毒,524
7,确诊,483
8,我们,457
9,全球,453
10,印度,417
11,累计,394
12,肺炎,386
13,新增,370
14,国家,356
15,美国,346
16,死亡,333
17,中国,296
18,已经,249
19,防控,240
20,工作,211
21,时间,210
22,报告,205
23,表示,203
24,措施,200
25,目前,188
26,可能,187
27,患者,183
28,情况,182
29,进行,174
30,出现,163
31,英国,163
32,没有,158
33,感染,157
34,数据,156
35,2021,155
36,地区,155
37,一个,151
39,超过,145
40,截至,143
41,经济,143
42,变异,142
44,可以,138
46,2020,136
47,需要,134
48,开始,133
49,组织,131
50,健康,128
51,信息,125
52,包括,124
53,世界,123
54,发现,122
55,政府,122
56,这个,122
57,报道,120
58,检测,120
59,根据,116
60,人数,116
61,举报,116
62,国际,115
63,风险,113
64,反馈,113
65,世卫,113
66,这些,112
67,影响,112
69,新闻,110
70,发布,109
71,内镜,109
72,当地,107
73,美元,105
74,上涨,103
76,冠状病毒,102
77,11,101
78,过去,99
80,他们,98
81,传播,97
82,认为,97
83,万例,97
84,继续,96
85,提供,94
86,以来,94
87,同时,94
88,人群,94
89,问题,93
90,口罩,93
91,人员,93
92,欧洲,92
93,通过,92
94,网易,92
95,以及,91
96,流行,91
97,新型,90
98,其他,90
99,免疫,90
100,如果,89
101,导致,88
102,控制,88
103,持续,88
104,输入,87
105,其中,87
106,市场,86
107,媒体,86
108,严重,86
109,显示,85
110,因为,85
111,该国,84
112,疾病,84
113,达到,83
114,德国,82
115,宣布,82
116,由于,81
117,万人,81
118,来源,80
119,就是,80
120,生活,79
121,专家,79
122,应对,79
123,增加,79
124,一些,78
125,研究,78
126,最新,78
127,正在,78
128,境外,78
129,非常,77
130,感染者,77
131,现在,77
132,使用,77
133,相关,77
134,医院,76
135,不能,76
136,爆发,76
137,全国,75
138,单日,75
139,发生,75
140,新华社,74
141,民众,74
142,发展,73
143,这种,73
144,卫生部,73
145,合作,73
146,保护,72
147,所有,72
148,卫生,71
149,治愈,71
150,医疗,71
151,防疫,70
152,国内,70
153,中心,70
154,主要,70
155,巴西,69
156,消息,69
157,下降,68
158,但是,68
160,日本,67
161,对于,67
162,记者,67
163,平台,66
164,造成,65
165,实施,65
166,要求,65
167,人们,65
168,公布,65
169,方面,65
170,以上,65
171,第二,64
172,17,64
173,能够,64
174,隔离,64
175,人类,63
176,去年,63
177,今年,63
178,核酸,63
179,图片,62
180,重症,62
181,结束,62
182,社会,61
183,第一,61
184,个人信息,61
185,官方,60
186,暴发,60
187,生产,60
188,自己,59
189,采取,59
190,研发,59
191,法国,59
192,诊疗,59
193,财富,58
194,重要,58
195,大家,58
196,数量,58
197,不会,58
198,再次,58
199,有效,58
200,and,58
201,无症状,57
202,反弹,57
203,安全,57
204,因此,57
205,指数,57
206,总统,57
207,人口,56
208,面临,56
209,限制,56
210,公共卫生,56
211,抗疫,56
212,保持,55
213,不是,55
214,获得,55
215,记录,54
216,公司,54
217,如何,54
218,计划,54
219,很多,54
220,成为,54
221,做好,54
222,科学,53
223,近期,53
224,一年,53
225,治疗,53
226,指出,52
227,得到,52
228,希望,52
229,平等,52
230,水平,52
231,救治,52
232,期间,51
233,上周,51
234,小时,51
235,声明,51
236,这样,51
237,所以,51
238,视频,50
241,开展,50
242,存在,50
243,恢复,50
244,抗体,50
245,关注,49
246,当天,49
247,增长,49
248,个人,49
249,完成,49
250,效果,49
251,重点,49
252,特朗普,49
253,进入,48
254,随着,48
255,活动,48
256,在内,48
257,范围,48
258,出院,47
259,之前,47
260,最大,47
261,应该,47
262,预计,47
263,过程,47
265,建议,47
266,及时,46
267,反应,46
268,许多,46
269,防护,46
270,加强,46
271,还有,46
272,特别,46
273,武汉,46
274,能力,46
275,加剧,46
276,产生,45
277,群体,45
278,14,45
279,传染病,45
280,为了,44
281,区域,44
282,上升,44
283,尽管,44
284,作为,44
285,举行,44
286,部分,44
287,建立,44
288,本地,44
289,这是,44
290,什么,43
291,全面,43
292,大规模,43
293,带来,43
294,进一步,43
295,监测,43
296,集中,43
297,流行病,43
298,距离,42
299,连续,42
300,因素,42
301,此外,42
302,这次,42
303,最高,42
304,实现,42
305,虽然,42
306,加拿大,42
307,一种,41
308,结果,41
310,机构,41
311,处理,41
312,股市,41
313,减少,41
314,开放,41
315,之后,41
316,时候,41
317,消化,41
318,调查,40
319,聚集,40
320,社交,40
321,还是,40
322,首次,40
324,几乎,40
325,北京,40
326,未来,39
327,每天,39
328,形势,39
329,工作人员,39
330,一直,39
331,各地,39
332,必须,39
333,公民,39
334,速度,39
335,首都,39
337,严格,39
338,财经,38
339,方式,38
340,意大利,38
341,价格,38
342,不同,38
343,塞尔维亚,38
344,以后,38
345,澎湃,37
346,看到,37
347,知道,37
348,地方,37
349,标准,37
350,当前,37
351,甚至,37
352,那么,37
353,世界卫生组织,37
354,仍然,37
355,来自,37
356,取消,37
357,程度,37
358,考虑,37
359,服务,37
360,密切接触,37
361,黄金,37
362,我国,37
363,贫困人口,37
364,历史,36
365,生命,36
366,封锁,36
367,委员会,36
368,首页,36
369,状况,36
370,并且,36
371,一次,36
372,比较,36
373,下跌,36
374,经验,36
375,快速,35
376,城市,35
377,无法,35
378,紧急,35
379,恶化,35
380,各国,35
381,成功,35
382,一定,35
383,针对,35
384,疑似,35
385,事件,34
386,每日,34
387,处于,34
388,一周,34
389,原因,34
390,收益率,34
391,危机,34
392,需求,34
393,基金会,34
394,接種,34
395,科技,33
396,这一,33
397,抗击,33
398,2019,33
399,香港,33
400,支持,33
401,避免,33
402,资源,33
403,今天,33
404,技术,33
405,更加,33
406,穷人,33
407,登录,32
408,一名,32
409,只有,32
410,新德里,32
411,启动,32
412,两个,32
413,货币,32
414,期货,32
415,内容,32
416,俄罗斯,32
417,预防,32
418,受到,32
419,此前,32
420,医学观察,32
421,准备,32
422,管理,32
423,一样,31
424,是否,31
425,行业,31
426,尤其,31
427,提出,31
428,发布会,31
429,约翰逊,31
430,蔓延,31
431,人民,31
432,金价,31
433,或者,31
434,武契奇,31
435,海外,30
436,数字,30
437,之间,30
439,佩戴,30
440,生物,30
441,100,30
442,突破,30
443,提高,30
444,收入,30
445,23,30
446,一般,30
447,政策,30
448,上海,29
449,态度,29
450,依然,29
451,做出,29
452,官员,29
453,变种,29
454,这场,29
455,预期,29
457,不良反应,29
458,除了,29
459,呼吸道,28
460,规范,28
461,越来越,28
462,然而,28
463,迎来,28
464,面对,28
465,不断,28
466,那些,28
467,发表,28
468,综合,28
469,推进,28
470,公众,28
471,第三,28
472,收集,28
473,全世界,28
474,关闭,28
475,迅速,28
476,复苏,28
477,周一,28
478,邮箱,28
479,贫困,28
480,企业,27
481,症状,27
482,接受,27
483,通报,27
484,至少,27
485,维持,27
486,泰国,27
487,必要,27
488,临床,27
489,年度,27
490,坚持,27
491,基础,27
492,上市,27
493,支撑,27
495,溯源,27
496,石家庄,27
497,分别,27
498,现场,26
499,了解,26
500,居民,26